cluster,AirTemp_C,TrackTemp_C,Humidity_%,Pressure_hPa,WindSpeed_mps,SOFT,MEDIUM,HARD,INTERMEDIATE,WET,WindDir_sin,WindDir_cos
0,25.585641096881496,39.12229285112266,48.74921457629937,1006.8216224983368,1.5381329672494803,0.03299832999168398,0.2270964142120582,0.7285608598295218,0.007186391808731936,-1.5178830414797062e-18,0.2001006641860161,-0.7651692488239664
1,26.003556077304687,39.85613959671875,48.17977818519531,972.7365455960937,1.6777088859179687,0.02285181695312502,0.700012248515625,0.26832696663671873,0.008808967902343742,6.505213034913027e-19,0.11574454942256196,-0.610240355021717
2,18.215590225921055,23.194885906973685,78.77974689236842,980.5575261789473,1.7446182355789475,0.00989878542105263,0.11364937464473687,0.05992067402631568,0.8126028669078948,0.003928299,-0.037048379070107995,-0.7778236247997228
3,21.72926351625,34.5530452438587,59.249410884293475,993.3094751353261,1.8392342752717392,0.5356360731141305,0.3028354340163043,0.11542972041847815,0.04043754061956522,0.0002264492771739137,0.14424348478725,-0.7875767810549075
4,20.69141263940678,29.041883895127118,57.42463676144068,976.2449204406779,2.298102801076271,0.024807098033898328,0.36265470852542375,0.5787885620932204,0.026141773093220334,8.673617379884035e-19,-0.7532767471072508,-0.04928012514786173
5,22.158483506,33.381373692,56.870394204,1006.49473344,1.0713736924,1.3877787807814457e-17,0.21240601499999998,0.38406226819999995,0.22804511279999998,0.17548660400000002,0.5098622826907845,-0.8505186194508356
